"","population","county","state","median_age","household_income","per_capita_income","poverty_count","poverty_rate","unemployment_rate"
"1802",2040,"De Baca","New Mexico",35.4,31625,17376,323,15.8333333333333,3.62745098039216
"1803",216069,"Doña Ana","New Mexico",33.1,40973,22154,55581,25.7237271427183,3.40724490787665
"1804",57732,"Eddy","New Mexico",35.2,65328,30246,8323,14.4166147024181,2.17383773297305
"1805",27669,"Grant","New Mexico",46.4,37843,25590,6460,23.347428530124,2.80458274603347
"1806",4353,"Guadalupe","New Mexico",43.1,24798,17420,561,12.8876636802205,2.1824029405008
"1807",441,"Harding","New Mexico",58.5,29375,34721,63,14.2857142857143,0.453514739229025
"1808",4297,"Hidalgo","New Mexico",43.1,42526,22009,1079,25.1105422387712,2.90900628345357
"1809",70277,"Lea","New Mexico",31.8,60546,25585,10698,15.2226190645588,2.78327190972865
"1810",19461,"Lincoln","New Mexico",50.9,46216,27454,2026,10.410564719182,1.79846873233647
"1811",18625,"Los Alamos","New Mexico",42.3,121324,60746,809,4.34362416107383,1.85771812080537
"1812",24083,"Luna","New Mexico",37.1,29360,17168,6553,27.2100651912137,4.23120043183989
"1813",72438,"McKinley","New Mexico",32.4,33834,15931,24982,34.4874237278776,5.33835832021867
"1814",4536,"Mora","New Mexico",55.2,28446,19864,903,19.9074074074074,3.19664902998236
"1815",66137,"Otero","New Mexico",35.8,41988,23170,13816,20.8899708181502,2.89550478552096
"1816",8326,"Quay","New Mexico",43.4,29035,19784,1659,19.9255344703339,1.9817439346625
"1817",39159,"Rio Arriba","New Mexico",41.3,39952,22911,9351,23.8795679154217,3.074644398478
"1818",18888,"Roosevelt","New Mexico",30,42702,20123,4425,23.4275730622618,3.9707750952986
"1819",126515,"San Juan","New Mexico",35.4,50518,23235,26075,20.610204323598,3.75844761490732
"1820",27738,"San Miguel","New Mexico",44,30946,20762,7392,26.6493618862211,3.14730694354315
"1821",142704,"Sandoval","New Mexico",40.1,63802,29255,18049,12.6478585043166,3.2795156407669
"1822",149293,"Santa Fe","New Mexico",46.3,61200,38520,18797,12.590677392778,2.00679201302137
"1823",11031,"Sierra","New Mexico",55.7,29755,25344,2849,25.8272142144864,3.80745172695132
"1824",16858,"Socorro","New Mexico",39.4,42083,18948,4824,28.6154941274173,1.5897496737454
"1825",32786,"Taos","New Mexico",48.8,38329,25646,5976,18.2272921368877,4.02305862258281
"1826",15519,"Torrance","New Mexico",43.6,36120,20876,3590,23.1329338230556,2.6419228043044
"1827",4133,"Union","New Mexico",39.8,35884,22116,670,16.2109847568352,1.01621098475684
"1828",76027,"Valencia","New Mexico",38.9,48945,23675,12525,16.4744104068292,3.15414260723164
"1829",306968,"Albany","New York",37.8,66252,37635,34570,11.2617601834719,2.47680539991139
"1830",46688,"Allegany","New York",39.1,48412,24857,7047,15.09381425634,2.21041809458533
"1831",1435068,"Bronx","New York",34.2,40088,21778,392172,27.3277642592546,4.66779274570961
"1832",193188,"Broome","New York",39.9,52226,28699,31945,16.5357061515208,2.97585771372963
"1833",77121,"Cattaraugus","New York",42,48703,25822,12324,15.9800832458085,2.56091077657188
"1834",77425,"Cayuga","New York",42.9,58377,30509,8812,11.3813367775266,2.24087826929286
"1835",128496,"Chautauqua","New York",42.6,46820,26165,22398,17.4308927904371,2.81331714605902
"1836",84895,"Chemung","New York",41.3,54940,28778,11136,13.1173802933035,2.61499499381589
"1837",47909,"Chenango","New York",44.9,52002,27708,6368,13.2918658289674,2.85958796885763
"1838",80583,"Clinton","New York",39.5,56365,27761,10902,13.5289080823499,2.04385540374521
"1839",60371,"Columbia","New York",48.2,66787,38268,6777,11.2255884447831,2.54923721654437
"1840",47865,"Cortland","New York",36.4,56023,28229,7272,15.1927295518646,2.69507991225321
"1841",44995,"Delaware","New York",47.9,49544,27701,7071,15.7150794532726,2.18024224913879
"1842",293754,"Dutchess","New York",42.2,81219,40093,25065,8.53264976817337,2.6157941679092
"1843",919355,"Erie","New York",40.3,58121,33598,126806,13.7929309135209,2.20306628016381
"1844",37459,"Essex","New York",47.7,56763,31667,3435,9.17002589497851,2.43466189700739
"1845",50477,"Franklin","New York",39.9,50407,25406,7981,15.8111615191077,2.90825524496305
"1846",53646,"Fulton","New York",43.9,50482,27443,7814,14.5658576594713,2.47175931103903
"1847",57808,"Genesee","New York",43.1,60524,30511,6189,10.7061306393579,2.20384721837808
"1848",47424,"Greene","New York",45.9,53601,28433,6167,13.0039642375169,1.76282051282051
"1849",4515,"Hamilton","New York",55.3,58675,24851,443,9.81173864894795,1.46179401993355
"1850",62057,"Herkimer","New York",44.2,54646,27850,8307,13.3860805388594,2.89089063280532
"1851",112842,"Jefferson","New York",32.5,52685,26194,14897,13.2016447776537,2.5398344588008
"1852",2589974,"Kings","New York",35.2,60231,34173,511631,19.7542909697163,3.11273395022498
"1853",26572,"Lewis","New York",42.2,54524,26708,3540,13.322294144212,2.26177931657384
"1854",63591,"Livingston","New York",41.3,59510,28701,7572,11.9073453790631,1.69363589187149
"1855",71205,"Madison","New York",41.9,61633,30469,6459,9.07099220560354,1.9984551646654
"1856",743341,"Monroe","New York",38.9,60075,33840,103406,13.9109775997826,2.87687615777954
"1857",49302,"Montgomery","New York",41,49462,26521,9544,19.358241044988,3.12563384852541
"1858",1356509,"Nassau","New York",41.7,116100,51422,74291,5.47663155939253,2.03795183076559
"1859",1631993,"New York","New York",37.5,86553,76592,250913,15.3746370235657,3.04125078967863
"1860",210820,"Niagara","New York",43.2,55522,30971,27857,13.2136419694526,2.51162128830282
"1861",229959,"Oneida","New York",41,56027,29687,33715,14.6613091898991,2.16473371340108
"1862",462872,"Onondaga","New York",39.1,61359,34002,62610,13.5264176705439,2.67676593097012
"1863",109511,"Ontario","New York",43.7,64944,36835,9193,8.39459049775822,1.78977454319657
"1864",380085,"Orange","New York",37,79944,34959,43142,11.3506189405002,2.07743004854177
"1865",40904,"Orleans","New York",43,52620,26298,5226,12.7762566008214,2.47897516135341
"1866",118339,"Oswego","New York",40.3,55967,28587,19213,16.2355605506215,3.38265491511674
"1867",59972,"Otsego","New York",42.3,54028,28849,8154,13.5963449609818,2.87300740345495
"1868",98787,"Putnam","New York",44.2,104486,47448,4847,4.90651603955986,2.48716936439005
"1869",2287388,"Queens","New York",39,68666,31930,276447,12.0857064914217,2.9353568349576
"1870",159185,"Rensselaer","New York",39.8,68991,35903,17963,11.2843546816597,2.55049156641643
"1871",474893,"Richmond","New York",40.1,82783,36907,54621,11.5017488149962,2.16638274306002
"1872",324422,"Rockland","New York",36,93024,39286,44404,13.6871112316674,2.65518368051488
"1873",228502,"Saratoga","New York",42.8,84291,43065,13148,5.75399777682471,1.88532266676003
"1874",154859,"Schenectady","New York",39.7,65499,32417,17271,11.1527260281934,3.30429616618989
"1875",31222,"Schoharie","New York",45.4,57714,30397,3612,11.5687656139901,2.61674460316444
"1876",17920,"Schuyler","New York",46.4,52327,27678,2717,15.1618303571429,2.73995535714286
"1877",34390,"Seneca","New York",42.1,54545,28245,3825,11.1224193079384,1.66327420761849
"1878",108913,"St. Lawrence","New York",39,50940,25378,17328,15.9099464710365,3.21816495735128
"1879",96422,"Steuben","New York",42.9,53663,29886,12971,13.4523241583871,2.99516707805273
"1880",1483832,"Suffolk","New York",41.5,101031,44465,100133,6.74827069371735,2.21473859574399
"1881",75116,"Sullivan","New York",42.8,57426,30446,10999,14.6426859790191,3.5438521753022
"1882",48686,"Tioga","New York",44.5,62999,31822,4899,10.0624409481165,3.03783428501006
"1883",102642,"Tompkins","New York",31.1,60240,33075,16838,16.4045907133532,1.96703103992518
"1884",178665,"Ulster","New York",44,64304,34834,23571,13.1928469481991,2.60207651190776
"1885",64276,"Warren","New York",46.8,61024,35271,5997,9.33007654490012,2.07698052150103
"1886",61616,"Washington","New York",44.2,57258,28530,6578,10.6757984938977,2.39061282783693
"1887",90519,"Wayne","New York",43.8,59449,31043,10371,11.4572631160309,2.66021498248986
"1888",968890,"Westchester","New York",40.9,96610,57049,83603,8.62874010465584,2.82570776868375
"1889",40305,"Wyoming","New York",42.2,58052,27947,3933,9.75809452921474,2.70189802754001
"1890",25011,"Yates","New York",41,56563,28270,2837,11.3430090760066,1.95513973851505
"1891",163324,"Alamance","North Carolina",39.1,49688,27312,25621,15.6872229433519,2.65974382209596
"1892",37213,"Alexander","North Carolina",43.7,48756,26688,4870,13.0868244968156,2.46150538790208
"1893",11008,"Alleghany","North Carolina",50.1,37830,23267,2552,23.1831395348837,1.72601744186047
"1894",24902,"Anson","North Carolina",40.9,40213,21635,4499,18.0668219420127,3.84708055577865
"1895",26863,"Ashe","North Carolina",48.3,40962,24814,4317,16.0704314484607,1.75334102669099
"1896",17506,"Avery","North Carolina",45.2,40340,21167,2123,12.1272706500628,1.78224608705587
"1897",47168,"Beaufort","North Carolina",46.2,45212,27504,8689,18.4213873812754,3.12075983717775
"1898",19380,"Bertie","North Carolina",45.4,35527,22947,4181,21.5737874097007,4.63880288957688
"1899",33407,"Bladen","North Carolina",44.5,36173,23440,8008,23.9710240368785,2.10135600323286
"1900",131815,"Brunswick","North Carolina",53.8,58236,33312,15402,11.6845579031218,2.44054166824716
"1901",256886,"Buncombe","North Carolina",42.2,52207,32426,30542,11.8893205546429,1.66026953590309
"1902",89968,"Burke","North Carolina",44.1,44557,24481,15784,17.5440156500089,3.47456873555042
"1903",206615,"Cabarrus","North Carolina",37.9,67328,32255,20920,10.1251119231421,2.63775621324686
"1904",81884,"Caldwell","North Carolina",44.6,44511,23869,12196,14.8942406330907,3.04088710859264
"1905",10551,"Camden","North Carolina",41,64572,28221,969,9.18396360534546,3.4404321865226
"1906",69070,"Carteret","North Carolina",48.6,57194,33722,7238,10.4792239756768,2.69147241928478
"1907",22684,"Caswell","North Carolina",45.7,45733,23901,3928,17.3161699876565,2.40257450185153
"1908",157613,"Catawba","North Carolina",41.4,52056,28224,20460,12.9811627213491,3.25988338525375
"1909",71338,"Chatham","North Carolina",46.7,67031,40967,7169,10.0493425663742,2.0227648658499
"1910",27969,"Cherokee","North Carolina",51.5,41438,23902,4593,16.4217526547249,2.1631091565662
"1911",14097,"Chowan","North Carolina",46,46519,26256,2207,15.6558132936086,3.30566787259701
"1912",10946,"Clay","North Carolina",52.2,42222,28467,1513,13.8224008770327,1.251598757537
"1913",97282,"Cleveland","North Carolina",41.8,42247,22589,19391,19.9327727637178,3.74581114697477
"1914",56068,"Columbus","North Carolina",41.9,37628,22608,12101,21.5827209816651,2.47734893343797
"1915",102491,"Craven","North Carolina",37,52687,29521,14773,14.4139485418232,3.00806900118059
"1916",332861,"Cumberland","North Carolina",31.3,46875,24936,58132,17.4643469796702,3.53060286425865
"1917",26363,"Currituck","North Carolina",42.8,69964,31849,2479,9.40333042521716,2.16970754466487
"1918",36222,"Dare","North Carolina",46.5,59381,34578,3230,8.91723262105902,2.31627187896858
"1919",165381,"Davidson","North Carolina",42.5,49546,25988,25091,15.1716339845569,2.83708527581766
"1920",42257,"Davie","North Carolina",45.2,60434,31173,5835,13.8083631114372,1.86714627162364
"1921",58967,"Duplin","North Carolina",40.5,41764,20254,12375,20.9863143792291,3.6342360981566
"1922",311848,"Durham","North Carolina",35.4,60958,35398,45221,14.5009748338934,2.49672917575229
"1923",52648,"Edgecombe","North Carolina",41.7,36866,20626,12317,23.395000759763,3.78361951071266
"1924",375195,"Forsyth","North Carolina",38.4,51569,30769,61366,16.355761670598,2.72018550353816
"1925",66362,"Franklin","North Carolina",41.4,55193,27294,8523,12.8431933938097,2.87815315994093
"1926",219271,"Gaston","North Carolina",40.1,52835,27352,31210,14.2335283735651,3.092064158051
"1927",11548,"Gates","North Carolina",46.5,50750,25846,1548,13.4049186006235,3.06546588153793
"1928",8509,"Graham","North Carolina",46.2,39571,20323,1428,16.7822305793865,1.69232577271125
"1929",59328,"Granville","North Carolina",42.7,55856,27131,8031,13.5366100323625,2.67664509169364
"1930",21033,"Greene","North Carolina",40.7,39837,19168,4255,20.2301145818476,3.22826035277897
"1931",527868,"Guilford","North Carolina",37.1,53261,30767,80528,15.2553289837611,2.87496116453356
"1932",51190,"Halifax","North Carolina",43.4,35502,21848,12864,25.1299081851924,3.11584293807384
"1933",132283,"Harnett","North Carolina",34.4,53554,23767,20331,15.3693218327374,3.03289160360742
"1934",61053,"Haywood","North Carolina",47.6,51659,30490,8087,13.2458683438979,2.02119469968716
"1935",114913,"Henderson","North Carolina",47.4,55945,31564,12408,10.7977339378486,1.20525963119926
"1936",24012,"Hertford","North Carolina",42.2,41028,20119,4786,19.9317008162585,4.04381142761952
"1937",53957,"Hoke","North Carolina",32.8,48072,20991,10605,19.6545397260782,3.86233482217321
"1938",5213,"Hyde","North Carolina",40.9,39663,18245,1125,21.5806637253021,2.64722808363706
"1939",175538,"Iredell","North Carolina",40.6,60955,33194,18982,10.8136130068703,2.50487074023858
"1940",42938,"Jackson","North Carolina",37.7,47252,25347,7296,16.9919418696726,2.34757091620476
"1941",196870,"Johnston","North Carolina",38.4,59865,27924,24414,12.4010768527455,2.37618733174176
"1942",9594,"Jones","North Carolina",48.5,38158,21928,2333,24.3172816343548,4.41942880967271
"1943",60481,"Lee","North Carolina",38.6,49994,24842,9565,15.8148840131612,3.31839751326863
"1944",56756,"Lenoir","North Carolina",42.7,39402,23865,12836,22.6161110719571,5.17830713933329
"1945",82919,"Lincoln","North Carolina",43.3,57536,31771,9916,11.9586584498125,2.78705724864024
"1946",34813,"Macon","North Carolina",50.1,45507,28936,5323,15.2902651308419,2.00212564271967
"1947",21499,"Madison","North Carolina",44,45873,25956,3342,15.5449090655379,2.08846923112703
"1948",22849,"Martin","North Carolina",46.3,40090,23575,4463,19.5325834828658,5.61074882927043
"1949",45227,"McDowell","North Carolina",43.9,43646,24281,7402,16.3663298472152,2.48524111703186
"1950",1074475,"Mecklenburg","North Carolina",35.1,66641,38819,122537,11.4043602689686,2.65767002489588
"1951",15004,"Mitchell","North Carolina",47,46103,25009,1886,12.5699813383098,1.51959477472674
"1952",27252,"Montgomery","North Carolina",43.6,44146,24636,4621,16.9565536474387,1.64024658740643
"1953",97294,"Moore","North Carolina",44.3,59963,34606,10878,11.180545562933,2.10907147408884
"1954",94030,"Nash","North Carolina",41.7,49537,27406,13944,14.8293097947464,3.12559821333617
"1955",227938,"New Hanover","North Carolina",39.1,54891,34288,35410,15.5349261641324,2.58535215716554
"1956",19946,"Northampton","North Carolina",49.6,37146,22002,3941,19.7583475383536,2.47167351849995
"1957",195069,"Onslow","North Carolina",26.4,50278,24413,23065,11.824021243765,3.12402278168238
"1958",144836,"Orange","North Carolina",34.8,71723,42231,18266,12.6115054268276,1.86970090309039
"1959",12701,"Pamlico","North Carolina",52.4,46728,29092,1509,11.8809542555704,2.04708290685773
"1960",39514,"Pasquotank","North Carolina",38.6,50558,24664,5800,14.6783418535203,2.91542238194058
"1961",60399,"Pender","North Carolina",42.7,57240,29266,8334,13.7982416927433,3.64244441133131
"1962",13430,"Perquimans","North Carolina",49.8,47162,27569,2008,14.951600893522,2.95606850335071
"1963",39345,"Person","North Carolina",43.7,51020,27329,6237,15.8520777735417,3.38543652306519
"1964",178433,"Pitt","North Carolina",32.5,47437,27155,39314,22.0329199195216,4.17803881568992
"1965",20557,"Polk","North Carolina",52.7,48787,30756,1992,9.69012988276499,2.19389988811597
"1966",143118,"Randolph","North Carolina",41.7,47288,24397,21457,14.9925236518118,2.31487304182563
"1967",44997,"Richmond","North Carolina",40.5,36148,21228,10935,24.3016201080072,3.76247305375914
"1968",132596,"Robeson","North Carolina",36.6,34976,18709,35706,26.9284141301397,2.6230052188603
"1969",91077,"Rockingham","North Carolina",44.7,43579,24209,16267,17.8607112662912,2.73504836566861
"1970",140296,"Rowan","North Carolina",40.2,49842,25630,21660,15.4387865655471,3.46196612875634
"1971",66599,"Rutherford","North Carolina",45,42608,23978,11712,17.5858496373819,3.14569287827145
"1972",63385,"Sampson","North Carolina",40.3,42151,22875,13059,20.6026662459572,3.1900291867161
"1973",35076,"Scotland","North Carolina",39.3,37238,19052,8897,25.3649218839092,4.64135021097046
"1974",61588,"Stanly","North Carolina",42.2,52623,25863,7659,12.4358641293759,2.83983892966162
"1975",45781,"Stokes","North Carolina",46.2,48054,26279,6229,13.6060811253577,2.9510058758
"1976",71971,"Surry","North Carolina",44.1,43597,25500,11651,16.1884647983215,1.82017757152186
"1977",14260,"Swain","North Carolina",41.9,39317,23139,2455,17.2159887798036,2.9523141654979
"1978",33775,"Transylvania","North Carolina",51.1,50212,29549,4679,13.8534418948927,2.63212435233161
"1979",4095,"Tyrrell","North Carolina",46.2,35300,19743,749,18.2905982905983,2.05128205128205
"1980",231053,"Union","North Carolina",38.2,80033,36362,18784,8.1297364673906,2.35097575015256
"1981",44479,"Vance","North Carolina",40.9,40529,23049,9138,20.5445266305448,3.93668922412824
"1982",1069079,"Wake","North Carolina",36.2,80591,40982,95198,8.90467402315451,2.22368973667989
"1983",19898,"Warren","North Carolina",48,36466,23432,3751,18.8511408181727,3.60337722384159
"1984",11922,"Washington","North Carolina",46.1,35979,23431,2612,21.9090756584466,2.91897332662305
"1985",54925,"Watauga","North Carolina",31.9,47526,26882,12415,22.603550295858,3.77241693218025
"1986",123603,"Wayne","North Carolina",37.8,44416,25277,24383,19.7268674708543,2.97727401438476
"1987",68469,"Wilkes","North Carolina",44.9,44107,25202,11929,17.4224831675649,2.49455958170851
"1988",81435,"Wilson","North Carolina",40.5,43877,24790,16217,19.9140418738872,3.76005403082213
"1989",37602,"Yadkin","North Carolina",44.4,44682,25218,5731,15.2412105739056,1.98127759161747
"1990",17760,"Yancey","North Carolina",47.6,42222,24487,2883,16.2331081081081,2.23536036036036
"1991",2311,"Adams","North Dakota",45.6,56681,33458,195,8.43790566854176,0.519255733448723
"1992",10706,"Barnes","North Dakota",45.1,58365,35491,1155,10.7883429852419,1.06482346347842
"1993",6873,"Benson","North Dakota",30.5,47667,21707,2174,31.6310199330714,2.22610213880402
"1994",922,"Billings","North Dakota",43.7,75208,42071,86,9.32754880694143,1.84381778741866
"1995",6502,"Bottineau","North Dakota",45,60381,35655,591,9.08951091971701,1.87634573977238
"1996",3148,"Bowman","North Dakota",41,62442,34880,238,7.56035578144854,1.715374841169
"1997",2182,"Burke","North Dakota",36.8,77232,39350,127,5.82034830430797,1.19156736938588
"1998",94793,"Burleigh","North Dakota",37,71524,38804,7392,7.79804415937886,1.18152184233013
"1999",176975,"Cass","North Dakota",32.5,64482,37620,18360,10.3743466591326,1.61943777369685
"2000",3803,"Cavalier","North Dakota",49.5,64798,43457,406,10.6757822771496,0.736260846699974
"2001",4938,"Dickey","North Dakota",41.9,65492,33539,247,5.00202511138113,1.35682462535439
"2002",2335,"Divide","North Dakota",51.1,62865,40184,201,8.60813704496788,0.599571734475375
"2003",4395,"Dunn","North Dakota",39,76719,42691,347,7.89533560864619,1.20591581342435
"2004",2301,"Eddy","North Dakota",45.8,54868,35639,240,10.4302477183833,0.608431116905693
"2005",3310,"Emmons","North Dakota",50.9,55902,33088,322,9.72809667673716,0.694864048338369
"2006",3260,"Foster","North Dakota",44.8,61425,35299,229,7.02453987730061,0.276073619631902
"2007",1845,"Golden Valley","North Dakota",45,58690,33111,134,7.26287262872629,1.6260162601626
"2008",70224,"Grand Forks","North Dakota",29.7,54051,32153,10662,15.1828434723172,2.18016632490317
"2009",2353,"Grant","North Dakota",50.1,50938,34786,297,12.6221844453889,1.23246918827029
"2010",2409,"Griggs","North Dakota",51.1,53565,34882,182,7.55500207555002,0.91324200913242
"2011",2547,"Hettinger","North Dakota",46.5,60164,34181,228,8.95170789163722,1.0993325480958
"2012",2466,"Kidder","North Dakota",47.8,54643,31000,262,10.6244931062449,0.24330900243309
"2013",4125,"LaMoure","North Dakota",47.9,60806,37220,592,14.3515151515152,0.290909090909091
"2014",1872,"Logan","North Dakota",52,59375,32619,130,6.94444444444444,0.373931623931624
"2015",5878,"McHenry","North Dakota",43.2,64179,36980,483,8.21708063967336,1.20789384144267
"2016",2597,"McIntosh","North Dakota",53.5,52587,32131,245,9.43396226415094,0.154023873700424
"2017",13334,"McKenzie","North Dakota",30.1,77845,36690,1490,11.1744412779361,1.91240437978101
"2018",9584,"McLean","North Dakota",46,68529,36428,751,7.83597662771285,0.563439065108514
"2019",8462,"Mercer","North Dakota",44,82181,39025,591,6.98416450011818,0.803592531316474
"2020",30868,"Morton","North Dakota",37.8,70556,39384,2240,7.25670597382403,1.26668394453803
"2021",10321,"Mountrail","North Dakota",33.2,72147,36364,1072,10.3865904466621,2.10250944675904
"2022",2894,"Nelson","North Dakota",52.4,52039,34491,325,11.2301313061507,0.207325501036628
"2023",1842,"Oliver","North Dakota",47,78929,35565,147,7.98045602605863,1.085776330076
"2024",6947,"Pembina","North Dakota",48.1,64549,36251,498,7.16856196919534,1.65539081617965
"2025",4126,"Pierce","North Dakota",45.8,55660,30756,663,16.0688317983519,0.436257876878333
"2026",11583,"Ramsey","North Dakota",40.7,58910,34041,1389,11.991711991712,0.29353362686696
"2027",5314,"Ransom","North Dakota",46.6,63903,34665,331,6.22882950696274,0.715092209258562
"2028",2442,"Renville","North Dakota",39,73182,34452,87,3.56265356265356,1.10565110565111
"2029",16254,"Richland","North Dakota",37.3,61371,31346,1649,10.145195028916,1.74726221237849
"2030",14511,"Rolette","North Dakota",31.4,43158,20484,3863,26.6211839294328,3.31472675901041
"2031",3872,"Sargent","North Dakota",45.2,63073,37105,159,4.10640495867769,0.723140495867769
"2032",1409,"Sheridan","North Dakota",50.9,51055,32627,172,12.2072391767211,0.92264017033357
"2033",4373,"Sioux","North Dakota",28.2,38939,15649,1641,37.5257260461925,6.60873542190716
"2034",742,"Slope","North Dakota",47.7,63611,33798,56,7.54716981132075,0.943396226415094
"2035",31081,"Stark","North Dakota",34.2,72045,38103,2660,8.55828319552138,1.34487307358193
"2036",1744,"Steele","North Dakota",50.3,70724,39011,100,5.73394495412844,2.29357798165138
"2037",20965,"Stutsman","North Dakota",40.5,57674,31991,2352,11.2186978297162,1.70283806343907
"2038",2224,"Towner","North Dakota",47.6,52300,37239,227,10.2068345323741,1.57374100719424
"2039",8008,"Traill","North Dakota",41.2,64453,33321,489,6.10639360639361,1.56093906093906
"2040",10751,"Walsh","North Dakota",44.2,55700,34194,958,8.91079899544228,1.30220444609804
"2041",68812,"Ward","North Dakota",31.6,68871,34923,6319,9.18299133871999,1.52299017613207
"2042",3976,"Wells","North Dakota",51.6,57582,35134,336,8.45070422535211,1.25754527162978
"2043",35208,"Williams","North Dakota",31.3,87161,44235,2108,5.98727561917746,1.18154964780732
"2044",27776,"Adams","Ohio",42,39079,22366,5666,20.3989055299539,2.15653801843318
"2045",103175,"Allen","Ohio",39.2,53131,26761,13819,13.3937484855827,2.64889750424037
"2046",53536,"Ashland","Ohio",40.4,52823,26017,7048,13.1649731022116,1.73341303048416
"2047",97830,"Ashtabula","Ohio",42.5,46700,24265,18825,19.2425636307881,3.05632219155678
"2048",65917,"Athens","Ohio",29.6,40905,22040,16942,25.7020192059711,3.29353581018554
"2049",45729,"Auglaize","Ohio",41.1,64074,31198,3773,8.25078177961469,1.57886680224803
"2050",68024,"Belmont","Ohio",44.6,50904,27580,7900,11.6135481594731,2.39768317064565
"2051",43572,"Brown","Ohio",42.1,54575,26696,6557,15.0486550996053,2.31570733498577
"2052",380019,"Butler","Ohio",36.7,66117,31921,46018,12.1093945302735,2.32541004528721
"2053",27332,"Carroll","Ohio",45.5,55267,29518,3306,12.0957119859505,2.49158495536368
"2054",38845,"Champaign","Ohio",41.9,60112,27722,3845,9.89831381130133,2.49195520659029
"2055",134726,"Clark","Ohio",41.1,50873,27066,19570,14.5257782462183,3.23842465448392
"2056",204275,"Clermont","Ohio",40,66968,34390,18162,8.89095581936115,1.95471790478522
"2057",41957,"Clinton","Ohio",39.4,52815,26690,6002,14.3051219105274,2.78618585694878
"2058",103190,"Columbiana","Ohio",44.1,48345,26469,14196,13.7571470103692,3.08944665180735
"2059",36585,"Coshocton","Ohio",41.3,46606,23432,5181,14.1615416154162,2.53109197758644
"2060",41821,"Crawford","Ohio",43,44971,25744,6118,14.6290141316563,2.51548265225604
"2061",1247451,"Cuyahoga","Ohio",40.4,50366,33114,213209,17.0915731359388,3.92087544921604
"2062",51513,"Darke","Ohio",41.9,55620,27855,5331,10.348843981131,1.67336400520257
"2063",38160,"Defiance","Ohio",40.4,59931,29816,3809,9.98165618448637,2.23794549266247
"2064",201135,"Delaware","Ohio",38.8,106908,48117,9530,4.73811121883312,1.47960325154747
"2065",74780,"Erie","Ohio",44.8,54226,32790,8608,11.5110992243915,2.51671569938486
"2066",154457,"Fairfield","Ohio",39.2,67609,32021,13930,9.01869128624795,1.97854419029244
"2067",28620,"Fayette","Ohio",41.4,47308,26079,4551,15.9014675052411,2.72187281621244
"2068",1290360,"Franklin","Ohio",34.1,61305,33998,197950,15.3406801202765,2.70846895440032
"2069",42253,"Fulton","Ohio",41.1,63092,29600,3263,7.72252857785246,2.11109270347668
"2070",30088,"Gallia","Ohio",40.7,44858,24130,6055,20.1243020473278,1.7681467694762
"2071",93843,"Geauga","Ohio",44.8,82303,42958,5344,5.69461760600151,1.32881514870582
"2072",166502,"Greene","Ohio",38.3,68720,35833,18252,10.9620304861203,2.67504294242712
"2073",39111,"Guernsey","Ohio",42.2,45917,24742,7664,19.5955102145177,2.66165528879343
"2074",813589,"Hamilton","Ohio",36.8,57212,35570,125456,15.4200708219998,2.87946370956343
"2075",75837,"Hancock","Ohio",39.3,58450,32797,7937,10.4658675844245,1.93704919762121
"2076",31425,"Hardin","Ohio",35.9,50506,23383,4029,12.8210023866348,2.49164677804296
"2077",15211,"Harrison","Ohio",46.3,49689,24940,2380,15.6465715600552,2.24837288804155
"2078",27208,"Henry","Ohio",41.1,59695,28830,2246,8.25492502205234,1.58776830344016
"2079",43016,"Highland","Ohio",40.8,44169,23543,8213,19.0928956667287,2.92216849544356
"2080",28390,"Hocking","Ohio",43.1,52363,25588,3681,12.9658330398027,2.26488200070447
"2081",43901,"Holmes","Ohio",31.5,63753,23404,4283,9.75604200359901,1.01136648367919
"2082",58339,"Huron","Ohio",39.8,52560,26133,7580,12.9930235348566,2.12036545021341
"2083",32450,"Jackson","Ohio",40.1,47550,23254,5983,18.4375963020031,3.57781201848998
"2084",66371,"Jefferson","Ohio",44.8,46581,26391,11207,16.88538668997,2.67888083650992
"2085",61481,"Knox","Ohio",39.4,57749,26390,7593,12.3501569590605,2.16001691579512
"2086",229954,"Lake","Ohio",43.8,64466,34409,18325,7.9689851013681,2.23653426337441
"2087",60184,"Lawrence","Ohio",41.8,45118,24562,10712,17.7987504984714,2.40263192875183
"2088",173750,"Licking","Ohio",39.7,64589,31617,17750,10.2158273381295,2.20546762589928
"2089",45316,"Logan","Ohio",41.4,56754,29424,5090,11.2322358548857,2.24865389707829
"2090",307670,"Lorain","Ohio",41.8,58427,30928,40189,13.0623720219716,2.67916923976988
"2091",431102,"Lucas","Ohio",37.8,48736,29226,78848,18.2898710745949,3.61074641268192
"2092",44135,"Madison","Ohio",40.8,68022,29164,3518,7.97099807409086,1.89645406140251
"2093",229961,"Mahoning","Ohio",43.5,46042,28378,39109,17.0067968046756,3.82543126878036
"2094",65299,"Marion","Ohio",41.3,47498,24484,8790,13.4611556072834,2.88825250003829
"2095",177980,"Medina","Ohio",42.2,76600,37788,10627,5.97089560624789,1.48836947971682
"2096",23078,"Meigs","Ohio",43.6,44899,24899,4483,19.4254268134154,3.27584712713407
"2097",40884,"Mercer","Ohio",39.6,62952,29765,2591,6.33744252030134,1.34771548772136
"2098",105371,"Miami","Ohio",41.3,61041,31254,9521,9.03569293259056,2.46842110258041
"2099",13942,"Monroe","Ohio",46.5,45289,26476,2356,16.8985798307273,2.03701047195524
